employee_id	department_name	management_tier	job_title	base_salary	performance_rating	tenure_years	age	gender	ethnicity	hire_date	termination_date	engagement_score	manager_satisfaction	work_life_balance_score	is_attrition	comp_ratio	estimated_replacement_cost	tenure_cohort	flight_risk_flag
2279	Data Science	Associate	Associate - Data Science	41423.44	3	0.44	37	Female	Asian	2026-03-07	NULL	9.00	9.99	5.00	0	0.719	16569.3760	0-1 Year (Onboarding)	0
2283	Data Science	Associate	Associate - Data Science	41396.26	4	1.54	44	Female	Hispanic	2025-01-31	NULL	2.00	5.00	1.00	0	0.718	16558.5040	1-3 Years (Mid-Tenure)	1
3499	Data Science	Associate	Associate - Data Science	71008.13	4	-0.93	39	Male	Hispanic	2027-07-21	NULL	NULL	NULL	NULL	0	1.232	28403.2520	0-1 Year (Onboarding)	0
3450	Data Science	Associate	Associate - Data Science	57187.59	3	0.96	55	Male	Asian	2025-08-29	NULL	5.00	9.00	7.00	0	0.992	22875.0360	0-1 Year (Onboarding)	0
2961	Data Science	Associate	Associate - Data Science	52779.81	4	0.45	32	Male	Hispanic	2024-06-20	2024-12-03	NULL	NULL	NULL	1	0.916	21111.9240	0-1 Year (Onboarding)	0
475	Data Science	Associate	Associate - Data Science	52747.06	3	0.37	32	Male	Asian	2026-04-03	NULL	NULL	NULL	NULL	0	0.915	21098.8240	0-1 Year (Onboarding)	0
2956	Data Science	Associate	Associate - Data Science	50631.60	4	4.42	44	Male	Asian	2022-03-14	NULL	2.00	7.00	6.00	0	0.879	20252.6400	3+ Years (Tenured)	1
477	Data Science	Associate	Associate - Data Science	68973.19	3	4.13	51	Female	African American	2022-06-30	NULL	5.00	8.00	1.00	0	1.197	27589.2760	3+ Years (Tenured)	0
2954	Data Science	Associate	Associate - Data Science	70105.04	3	2.84	35	Male	Two or More	2023-10-13	NULL	6.00	7.00	1.00	0	1.217	28042.0160	1-3 Years (Mid-Tenure)	0
1682	Data Science	Associate	Associate - Data Science	53117.23	2	1.16	23	Male	Hispanic	2025-06-19	NULL	5.00	6.00	4.00	0	0.922	21246.8920	1-3 Years (Mid-Tenure)	0
3475	Data Science	Associate	Associate - Data Science	71947.75	2	1.60	47	Other	Hispanic	2025-01-09	NULL	6.00	3.00	4.00	0	1.249	28779.1000	1-3 Years (Mid-Tenure)	0
1502	Data Science	Associate	Associate - Data Science	45842.52	3	1.42	45	Male	Caucasian	2025-03-15	NULL	5.00	1.00	2.00	0	0.796	18337.0080	1-3 Years (Mid-Tenure)	0
1691	Data Science	Associate	Associate - Data Science	43388.88	5	4.43	35	Non-Binary	Hispanic	2022-03-13	NULL	1.00	3.00	1.00	0	0.753	17355.5520	3+ Years (Tenured)	1
309	Data Science	Associate	Associate - Data Science	73094.49	4	1.03	50	Non-Binary	African American	2021-10-17	2022-10-28	NULL	NULL	NULL	1	1.268	29237.7960	1-3 Years (Mid-Tenure)	0
308	Data Science	Associate	Associate - Data Science	69310.33	4	1.46	35	Male	Hispanic	2023-06-16	2024-11-29	2.00	3.00	1.00	1	1.203	27724.1320	1-3 Years (Mid-Tenure)	1
1696	Data Science	Associate	Associate - Data Science	68458.13	3	1.55	50	Female	Hispanic	2025-01-28	NULL	7.00	4.00	9.00	0	1.188	27383.2520	1-3 Years (Mid-Tenure)	0
2920	Data Science	Associate	Associate - Data Science	53101.21	3	1.80	47	Non-Binary	Two or More	2024-10-28	NULL	9.99	7.00	9.00	0	0.922	21240.4840	1-3 Years (Mid-Tenure)	0
3485	Data Science	Associate	Associate - Data Science	55920.06	3	2.50	40	Other	Asian	2024-02-13	NULL	9.99	9.00	9.99	0	0.970	22368.0240	1-3 Years (Mid-Tenure)	0
1671	Data Science	Associate	Associate - Data Science	58025.81	5	0.50	46	Other	Asian	2026-02-13	NULL	9.99	9.00	6.00	0	1.007	23210.3240	0-1 Year (Onboarding)	0
498	Data Science	Associate	Associate - Data Science	63512.02	4	1.00	39	Other	African American	2025-08-15	NULL	4.00	2.00	4.00	0	1.102	25404.8080	1-3 Years (Mid-Tenure)	1
3503	Data Science	Associate	Associate - Data Science	70402.29	3	4.38	60	Male	African American	2022-03-31	NULL	9.00	7.00	6.00	0	1.222	28160.9160	3+ Years (Tenured)	0
500	Data Science	Associate	Associate - Data Science	70464.37	2	1.67	26	Female	Two or More	2024-02-17	2025-10-17	9.99	6.00	9.00	1	1.223	28185.7480	1-3 Years (Mid-Tenure)	0
1046	Data Science	Associate	Associate - Data Science	65218.22	3	4.82	55	Female	African American	2021-10-20	NULL	6.00	8.00	3.00	0	1.132	26087.2880	3+ Years (Tenured)	0
2888	Data Science	Associate	Associate - Data Science	55979.37	4	4.88	51	Other	Two or More	2021-09-28	NULL	4.00	6.00	8.00	0	0.971	22391.7480	3+ Years (Tenured)	1
505	Data Science	Associate	Associate - Data Science	44899.19	1	3.86	46	Other	African American	2022-10-07	NULL	2.00	5.00	2.00	0	0.779	17959.6760	3+ Years (Tenured)	0
3532	Data Science	Associate	Associate - Data Science	71148.73	1	4.52	38	Other	Hispanic	2022-02-08	NULL	1.00	4.00	4.00	0	1.235	28459.4920	3+ Years (Tenured)	0
2863	Data Science	Associate	Associate - Data Science	45972.54	3	4.32	43	Non-Binary	Asian	2022-04-22	NULL	6.00	5.00	5.00	0	0.798	18389.0160	3+ Years (Tenured)	0
516	Data Science	Associate	Associate - Data Science	61054.06	5	1.25	43	Other	Hispanic	2025-05-14	NULL	5.00	8.00	4.00	0	1.060	24421.6240	1-3 Years (Mid-Tenure)	0
2841	Data Science	Associate	Associate - Data Science	69780.14	1	1.61	35	Non-Binary	Hispanic	2025-01-05	NULL	9.99	8.00	6.00	0	1.211	27912.0560	1-3 Years (Mid-Tenure)	0
2839	Data Science	Associate	Associate - Data Science	73343.76	2	1.47	39	Male	African American	2025-02-26	NULL	3.00	7.00	6.00	0	1.273	29337.5040	1-3 Years (Mid-Tenure)	0
3617	Data Science	Associate	Associate - Data Science	43886.63	4	0.70	40	Non-Binary	African American	2025-12-02	NULL	3.00	4.00	6.00	0	0.762	17554.6520	0-1 Year (Onboarding)	1
259	Data Science	Associate	Associate - Data Science	59898.40	4	1.39	39	Female	Two or More	2025-03-26	NULL	2.00	2.00	1.00	0	1.039	23959.3600	1-3 Years (Mid-Tenure)	1
1734	Data Science	Associate	Associate - Data Science	71602.38	4	1.22	42	Female	Hispanic	2022-07-11	2023-10-01	NULL	NULL	NULL	0	1.243	28640.9520	1-3 Years (Mid-Tenure)	0
3073	Data Science	Associate	Associate - Data Science	42322.73	5	2.22	58	Female	Two or More	2024-05-27	NULL	9.00	3.00	5.00	0	0.734	16929.0920	1-3 Years (Mid-Tenure)	0
3168	Data Science	Associate	Associate - Data Science	42328.65	5	3.74	38	Other	African American	2022-11-20	NULL	6.00	7.00	7.00	0	0.735	16931.4600	3+ Years (Tenured)	0
3214	Data Science	Associate	Associate - Data Science	63293.36	3	0.07	39	Other	Asian	2026-07-20	NULL	NULL	NULL	NULL	0	1.098	25317.3440	0-1 Year (Onboarding)	0
3228	Data Science	Associate	Associate - Data Science	59117.97	2	0.49	30	Other	Hispanic	2026-02-17	NULL	9.99	1.00	6.00	0	1.026	23647.1880	0-1 Year (Onboarding)	0
3239	Data Science	Associate	Associate - Data Science	52273.53	4	0.70	48	Female	Asian	2025-12-01	NULL	6.00	4.00	5.00	0	0.907	20909.4120	0-1 Year (Onboarding)	0
3131	Data Science	Associate	Associate - Data Science	43296.00	3	1.43	51	Male	Caucasian	2025-03-12	NULL	9.00	9.99	6.00	0	0.751	17318.4000	1-3 Years (Mid-Tenure)	0
3255	Data Science	Associate	Associate - Data Science	73021.90	3	3.01	23	Male	Asian	2023-08-11	NULL	5.00	2.00	3.00	0	1.267	29208.7600	3+ Years (Tenured)	0
1552	Data Science	Associate	Associate - Data Science	63806.85	4	3.10	45	Male	Two or More	2023-07-10	NULL	7.00	3.00	9.99	0	1.107	25522.7400	3+ Years (Tenured)	0
1616	Data Science	Associate	Associate - Data Science	62261.73	1	0.65	37	Female	Asian	2025-03-24	2025-11-17	NULL	NULL	NULL	0	1.080	24904.6920	0-1 Year (Onboarding)	0
1020	Data Science	Associate	Associate - Data Science	45288.77	3	5.06	32	Other	Caucasian	2021-07-24	NULL	9.00	1.00	1.00	0	0.786	18115.5080	3+ Years (Tenured)	0
1540	Data Science	Associate	Associate - Data Science	61719.83	3	1.08	35	Non-Binary	Hispanic	2025-07-18	NULL	6.00	4.00	8.00	0	1.071	24687.9320	1-3 Years (Mid-Tenure)	0
3284	Data Science	Associate	Associate - Data Science	41666.15	3	0.98	41	Male	Asian	2025-08-22	NULL	8.00	6.00	5.00	0	0.723	16666.4600	0-1 Year (Onboarding)	0
987	Data Science	Associate	Associate - Data Science	66369.77	5	2.20	52	Male	Hispanic	2024-06-04	NULL	4.00	6.00	2.00	0	1.152	26547.9080	1-3 Years (Mid-Tenure)	1
3302	Data Science	Associate	Associate - Data Science	62005.77	3	4.84	21	Male	Two or More	2021-10-13	NULL	7.00	5.00	5.00	0	1.076	24802.3080	3+ Years (Tenured)	0
358	Data Science	Associate	Associate - Data Science	50083.46	2	1.19	37	Female	Two or More	2025-06-08	NULL	6.00	7.00	6.00	0	0.869	20033.3840	1-3 Years (Mid-Tenure)	0
1359	Data Science	Associate	Associate - Data Science	48242.32	2	1.36	35	Female	Two or More	2025-04-04	NULL	5.00	5.00	NULL	0	0.837	19296.9280	1-3 Years (Mid-Tenure)	0
3060	Data Science	Associate	Associate - Data Science	52584.83	3	2.67	40	Female	Two or More	2023-12-14	NULL	7.00	8.00	7.00	0	0.913	21033.9320	1-3 Years (Mid-Tenure)	0
3318	Data Science	Associate	Associate - Data Science	48708.94	3	2.56	50	Other	Two or More	2024-01-24	NULL	5.00	1.00	2.00	0	0.845	19483.5760	1-3 Years (Mid-Tenure)	0
983	Data Science	Associate	Associate - Data Science	61483.73	4	0.95	33	Other	Caucasian	2023-02-24	2024-02-04	NULL	NULL	NULL	1	1.067	24593.4920	0-1 Year (Onboarding)	0
3053	Data Science	Associate	Associate - Data Science	64761.37	3	2.05	44	Non-Binary	Hispanic	2024-07-28	NULL	8.00	7.00	2.00	0	1.124	25904.5480	1-3 Years (Mid-Tenure)	0
3043	Data Science	Associate	Associate - Data Science	45472.82	4	1.74	33	Male	Asian	2024-11-18	NULL	5.00	3.00	1.00	0	0.789	18189.1280	1-3 Years (Mid-Tenure)	0
1521	Data Science	Associate	Associate - Data Science	50837.23	5	5.08	31	Female	Caucasian	2021-07-17	NULL	3.00	8.00	5.00	0	0.882	20334.8920	3+ Years (Tenured)	1
3388	Data Science	Associate	Associate - Data Science	69555.15	3	3.53	42	Non-Binary	Asian	2023-02-04	NULL	6.00	7.00	3.00	1	1.207	27822.0600	3+ Years (Tenured)	0
3027	Data Science	Associate	Associate - Data Science	74143.36	2	1.43	51	NULL	Hispanic	2024-07-08	2025-12-13	1.00	5.00	2.00	1	1.287	29657.3440	1-3 Years (Mid-Tenure)	0
3398	Data Science	Associate	Associate - Data Science	40766.51	3	0.45	51	Female	Two or More	2025-04-13	2025-09-25	4.00	1.00	1.00	1	0.707	16306.6040	0-1 Year (Onboarding)	0
3018	Data Science	Associate	Associate - Data Science	65424.88	1	0.55	44	Male	Two or More	2026-01-27	NULL	9.99	8.00	1.00	0	1.135	26169.9520	0-1 Year (Onboarding)	0
1665	Data Science	Associate	Associate - Data Science	63875.40	3	1.12	52	Female	Two or More	2025-07-03	NULL	5.00	1.00	4.00	0	1.108	25550.1600	1-3 Years (Mid-Tenure)	0
465	Data Science	Associate	Associate - Data Science	45630.01	3	2.99	44	Male	Caucasian	2023-08-19	NULL	9.99	9.00	8.00	0	0.792	18252.0040	1-3 Years (Mid-Tenure)	0
3408	Data Science	Associate	Associate - Data Science	58239.22	3	1.98	35	Other	African American	2024-08-24	NULL	5.00	9.99	2.00	0	1.011	23295.6880	1-3 Years (Mid-Tenure)	0
1666	Data Science	Associate	Associate - Data Science	57241.81	3	0.13	30	Male	Asian	2026-06-30	NULL	NULL	NULL	NULL	0	0.993	22896.7240	0-1 Year (Onboarding)	0
1806	Data Science	Associate	Associate - Data Science	59566.63	4	1.15	51	Non-Binary	Caucasian	2025-04-16	2026-06-10	9.99	9.99	8.00	1	1.034	23826.6520	1-3 Years (Mid-Tenure)	0
2747	Data Science	Associate	Associate - Data Science	65676.50	3	0.26	42	Female	Asian	2025-07-15	2025-10-17	NULL	NULL	NULL	1	1.140	26270.6000	0-1 Year (Onboarding)	0
1407	Data Science	Associate	Associate - Data Science	56520.50	2	2.66	45	NULL	Asian	2023-12-19	NULL	3.00	2.00	1.00	0	0.981	22608.2000	1-3 Years (Mid-Tenure)	0
3778	Data Science	Associate	Associate - Data Science	67368.85	3	NULL	26	Female	African American	0000-00-00	NULL	5.00	7.00	4.00	0	1.169	26947.5400	3+ Years (Tenured)	0
3779	Data Science	Associate	Associate - Data Science	67293.24	1	0.57	21	Female	Two or More	2026-01-19	NULL	6.00	6.00	7.00	0	1.168	26917.2960	0-1 Year (Onboarding)	0
187	Data Science	Associate	Associate - Data Science	50061.82	4	4.23	22	Other	African American	2022-05-24	NULL	4.00	5.00	3.00	0	0.869	20024.7280	3+ Years (Tenured)	1
3827	Data Science	Associate	Associate - Data Science	62454.75	5	NULL	41	Female	Hispanic	0000-00-00	NULL	5.00	6.00	5.00	0	1.084	24981.9000	3+ Years (Tenured)	0
893	Data Science	Associate	Associate - Data Science	63215.89	2	3.79	24	Female	Caucasian	2022-11-02	NULL	8.00	9.00	3.00	0	1.097	25286.3560	3+ Years (Tenured)	0
217	Data Science	Associate	Associate - Data Science	52075.31	3	1.88	48	Female	African American	2022-01-06	2023-11-24	NULL	NULL	NULL	1	0.904	20830.1240	1-3 Years (Mid-Tenure)	0
2727	Data Science	Associate	Associate - Data Science	46640.53	4	1.04	54	Other	African American	2025-08-01	NULL	3.00	2.00	3.00	0	0.809	18656.2120	1-3 Years (Mid-Tenure)	1
2723	Data Science	Associate	Associate - Data Science	57858.75	1	2.45	34	Other	Caucasian	2024-03-04	NULL	6.00	5.00	7.00	0	1.004	23143.5000	1-3 Years (Mid-Tenure)	0
3800	Data Science	Associate	Associate - Data Science	63819.35	4	3.07	29	Other	Two or More	2023-07-22	NULL	9.00	6.00	6.00	0	1.108	25527.7400	3+ Years (Tenured)	0
537	Data Science	Associate	Associate - Data Science	40593.49	4	1.19	36	Non-Binary	Caucasian	2025-06-08	NULL	5.00	2.00	4.00	0	0.704	16237.3960	1-3 Years (Mid-Tenure)	0
902	Data Science	Associate	Associate - Data Science	57013.67	5	4.47	30	Other	Caucasian	2022-02-26	NULL	9.00	4.00	7.00	0	0.989	22805.4680	3+ Years (Tenured)	0
594	Data Science	Associate	Associate - Data Science	50130.62	4	2.81	35	Female	African American	2023-10-24	NULL	9.99	6.00	4.00	0	0.870	20052.2480	1-3 Years (Mid-Tenure)	0
2691	Data Science	Associate	Associate - Data Science	74942.52	2	2.93	27	Female	Asian	2023-09-09	NULL	6.00	7.00	5.00	0	1.301	29977.0080	1-3 Years (Mid-Tenure)	0
3821	Data Science	Associate	Associate - Data Science	50048.45	4	2.61	47	Male	Hispanic	2024-01-07	NULL	6.00	8.00	5.00	0	0.869	20019.3800	1-3 Years (Mid-Tenure)	0
3819	Data Science	Associate	Associate - Data Science	65842.71	4	1.84	27	Female	Two or More	2024-10-14	NULL	4.00	7.00	7.00	0	1.143	26337.0840	1-3 Years (Mid-Tenure)	1
201	Data Science	Associate	Associate - Data Science	50970.47	5	0.75	43	Non-Binary	Hispanic	2025-01-15	2025-10-17	3.00	1.00	4.00	1	0.885	20388.1880	0-1 Year (Onboarding)	1
2684	Data Science	Associate	Associate - Data Science	55830.79	4	0.76	60	Non-Binary	Hispanic	2025-11-10	NULL	3.00	6.00	2.00	0	0.969	22332.3160	0-1 Year (Onboarding)	1
2657	Data Science	Associate	Associate - Data Science	57813.31	4	0.46	30	Non-Binary	Caucasian	2026-03-01	NULL	1.00	3.00	2.00	0	1.003	23125.3240	0-1 Year (Onboarding)	1
1815	Data Science	Associate	Associate - Data Science	59569.39	4	2.71	44	Other	Two or More	2023-12-01	NULL	9.99	5.00	9.99	0	1.034	23827.7560	1-3 Years (Mid-Tenure)	0
2667	Data Science	Associate	Associate - Data Science	49489.18	2	0.69	36	Other	Caucasian	2024-08-30	2025-05-10	9.00	5.00	4.00	1	0.859	19795.6720	0-1 Year (Onboarding)	0
896	Data Science	Associate	Associate - Data Science	51430.91	4	3.39	40	Male	Caucasian	2023-03-28	NULL	1.00	3.00	2.00	0	0.893	20572.3640	3+ Years (Tenured)	1
185	Data Science	Associate	Associate - Data Science	58289.02	3	3.50	58	Male	Asian	2023-02-16	NULL	3.00	7.00	5.00	0	1.012	23315.6080	3+ Years (Tenured)	0
1430	Data Science	Associate	Associate - Data Science	50446.58	4	2.64	42	Female	Asian	2023-12-26	NULL	1.00	5.00	8.00	0	0.875	20178.6320	1-3 Years (Mid-Tenure)	1
2805	Data Science	Associate	Associate - Data Science	69948.85	3	4.97	38	Other	African American	2021-08-28	NULL	9.00	5.00	9.99	0	1.214	27979.5400	3+ Years (Tenured)	0
3905	Data Science	Associate	Associate - Data Science	54681.48	4	1.82	42	Non-Binary	Hispanic	2024-10-19	NULL	2.00	3.00	2.00	0	0.949	21872.5920	1-3 Years (Mid-Tenure)	1
1061	Data Science	Associate	Associate - Data Science	72755.55	4	4.86	45	Non-Binary	Caucasian	2021-10-06	NULL	7.00	4.00	5.00	0	1.263	29102.2200	3+ Years (Tenured)	0
935	Data Science	Associate	Associate - Data Science	71037.48	2	1.04	38	Male	Two or More	2025-08-01	NULL	4.00	2.00	6.00	0	1.233	28414.9920	1-3 Years (Mid-Tenure)	0
882	Data Science	Associate	Associate - Data Science	43853.16	1	2.01	28	Non-Binary	Hispanic	2024-08-13	NULL	6.00	2.00	8.00	0	0.761	17541.2640	1-3 Years (Mid-Tenure)	0
1421	Data Science	Associate	Associate - Data Science	46710.63	3	2.79	54	Non-Binary	Two or More	2023-11-01	NULL	6.00	4.00	1.00	0	0.811	18684.2520	1-3 Years (Mid-Tenure)	0
174	Data Science	Associate	Associate - Data Science	47516.31	2	3.82	46	Other	African American	2022-10-21	NULL	6.00	5.00	4.00	0	0.825	19006.5240	3+ Years (Tenured)	0
1833	Data Science	Associate	Associate - Data Science	61527.52	3	3.11	39	Other	Asian	2023-07-06	NULL	4.00	3.00	1.00	0	1.068	24611.0080	3+ Years (Tenured)	0
1375	Data Science	Associate	Associate - Data Science	40415.54	2	3.23	56	Non-Binary	African American	2023-05-23	NULL	9.00	9.99	8.00	0	0.701	16166.2160	3+ Years (Tenured)	0
242	Data Science	Associate	Associate - Data Science	63390.95	3	2.62	29	Female	Asian	2024-01-03	NULL	5.00	4.00	9.00	0	1.100	25356.3800	1-3 Years (Mid-Tenure)	0
3876	Data Science	Associate	Associate - Data Science	59615.78	4	4.04	39	Male	Asian	2022-08-02	NULL	2.00	6.00	5.00	0	1.035	23846.3120	3+ Years (Tenured)	1
2780	Data Science	Associate	Associate - Data Science	54574.03	4	1.10	24	Female	Hispanic	2025-07-10	NULL	6.00	9.00	7.00	0	0.947	21829.6120	1-3 Years (Mid-Tenure)	0
553	Data Science	Associate	Associate - Data Science	53206.42	1	2.72	44	Non-Binary	Hispanic	2023-11-28	NULL	5.00	4.00	NULL	0	0.923	21282.5680	1-3 Years (Mid-Tenure)	0
927	Data Science	Associate	Associate - Data Science	58199.33	4	3.69	48	Female	Asian	2022-12-07	NULL	9.99	9.99	9.00	0	1.010	23279.7320	3+ Years (Tenured)	0
1771	Data Science	Associate	Associate - Data Science	59797.61	3	0.61	21	Other	Hispanic	2021-12-04	2022-07-13	NULL	NULL	NULL	1	1.038	23919.0440	0-1 Year (Onboarding)	0
2470	Data Science	Domain Director	Domain Director - Data Science	169535.47	3	0.65	48	Female	Two or More	2025-12-21	NULL	8.00	7.00	1.00	0	1.105	67814.1880	0-1 Year (Onboarding)	0
3752	Data Science	Domain Director	Domain Director - Data Science	137192.01	5	4.34	30	Female	Caucasian	2022-04-15	NULL	5.00	7.00	5.00	0	0.895	54876.8040	3+ Years (Tenured)	0
3295	Data Science	Manager	Manager - Data Science	84705.04	1	2.25	36	Non-Binary	Hispanic	2024-05-14	NULL	6.00	5.00	2.00	0	0.879	33882.0160	1-3 Years (Mid-Tenure)	0
3871	Data Science	Manager	Manager - Data Science	96306.02	3	0.59	57	Male	African American	2026-01-10	NULL	1.00	NULL	2.00	0	1.000	38522.4080	0-1 Year (Onboarding)	0
3316	Data Science	Manager	Manager - Data Science	114435.66	4	4.69	45	Non-Binary	NULL	2021-12-06	NULL	6.00	2.00	3.00	0	1.188	45774.2640	3+ Years (Tenured)	0
3816	Data Science	Manager	Manager - Data Science	105872.23	3	4.45	33	Non-Binary	Asian	2022-03-06	NULL	5.00	2.00	5.00	0	1.099	42348.8920	3+ Years (Tenured)	0
846	Data Science	Manager	Manager - Data Science	98222.07	2	4.03	45	Other	Two or More	2022-08-04	NULL	3.00	5.00	7.00	0	1.020	39288.8280	3+ Years (Tenured)	0
2884	Data Science	Manager	Manager - Data Science	106312.70	2	3.08	34	Non-Binary	Asian	2023-07-17	NULL	5.00	2.00	7.00	0	1.104	42525.0800	3+ Years (Tenured)	0
735	Data Science	Manager	Manager - Data Science	81289.50	4	0.85	28	Female	Caucasian	2025-10-08	NULL	7.00	6.00	4.00	0	0.844	32515.8000	0-1 Year (Onboarding)	0
2864	Data Science	Manager	Manager - Data Science	90083.59	2	1.02	38	Male	Asian	2025-08-09	NULL	7.00	9.99	6.00	0	0.935	36033.4360	1-3 Years (Mid-Tenure)	0
1254	Data Science	Manager	Manager - Data Science	89748.72	3	3.87	21	Male	Asian	2021-08-31	2025-07-14	3.00	7.00	6.00	1	0.932	35899.4880	3+ Years (Tenured)	0
1709	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	70731.59	4	4.67	49	Male	African American	2021-12-15	NULL	3.00	NULL	3.00	0	0.951	28292.6360	3+ Years (Tenured)	1
3098	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	74024.74	3	0.98	54	Other	Asian	2024-08-19	2025-08-10	8.00	5.00	4.00	1	0.995	29609.8960	0-1 Year (Onboarding)	0
4374	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	59478.79	4	3.17	31	Other	Hispanic	2023-06-15	NULL	7.00	5.00	4.00	0	0.800	23791.5160	3+ Years (Tenured)	0
1980	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	87841.55	2	1.58	66	Female	Caucasian	2024-08-20	2026-03-21	3.00	1.00	NULL	1	1.181	35136.6200	1-3 Years (Mid-Tenure)	0
2057	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	68543.28	4	1.85	43	Female	Hispanic	2023-04-27	2025-03-01	5.00	5.00	7.00	1	0.922	27417.3120	1-3 Years (Mid-Tenure)	0
2122	Data Science	Supervisor/Lead	SUPERVISOR/LEAD - DATA SCIENCE	57545.06	3	1.14	25	Other	Hispanic	2025-06-24	NULL	9.99	NULL	3.00	0	0.774	23018.0240	1-3 Years (Mid-Tenure)	0
1539	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	64073.61	5	2.15	42	Other	Two or More	2024-06-22	NULL	3.00	8.00	7.00	0	0.861	25629.4440	1-3 Years (Mid-Tenure)	1
652	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	87759.53	4	3.03	33	Non-Binary	African American	2023-08-06	NULL	9.00	6.00	5.00	0	1.180	35103.8120	3+ Years (Tenured)	0
754	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	82590.57	3	3.62	24	Male	Hispanic	2023-01-03	NULL	3.00	4.00	6.00	0	1.110	33036.2280	3+ Years (Tenured)	0
1867	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	85065.72	5	3.12	35	Other	Asian	2023-07-05	NULL	5.00	NULL	5.00	0	1.144	34026.2880	3+ Years (Tenured)	0
152	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	80167.60	3	3.46	46	Male	Hispanic	2021-12-25	2025-06-10	7.00	2.00	1.00	1	1.078	32067.0400	3+ Years (Tenured)	0
794	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	87236.77	5	2.39	38	Male	Two or More	2024-01-21	2026-06-12	6.00	1.00	7.00	1	1.173	34894.7080	1-3 Years (Mid-Tenure)	0
4400	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	77993.13	5	0.48	44	Female	African American	2026-02-21	NULL	6.00	2.00	4.00	0	1.049	31197.2520	0-1 Year (Onboarding)	0
3679	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	89341.49	3	4.25	41	Female	Caucasian	2022-05-17	NULL	5.00	4.00	2.00	0	1.201	35736.5960	3+ Years (Tenured)	0
1837	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	56214.50	3	2.81	36	Female	Two or More	2023-10-25	NULL	6.00	2.00	9.00	0	0.756	22485.8000	1-3 Years (Mid-Tenure)	0
520	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	64784.22	2	4.98	38	Non-Binary	African American	2021-08-24	NULL	7.00	7.00	4.00	0	0.871	25913.6880	3+ Years (Tenured)	0
3881	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	80696.89	3	1.35	41	Female	Hispanic	2025-04-11	NULL	7.00	9.99	7.00	0	1.085	32278.7560	1-3 Years (Mid-Tenure)	0
3156	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	76821.67	5	1.36	27	Non-Binary	Caucasian	2025-04-05	NULL	8.00	8.00	7.00	0	1.033	30728.6680	1-3 Years (Mid-Tenure)	0
3612	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	65797.64	4	3.50	59	Female	African American	2023-02-16	NULL	6.00	1.00	1.00	0	0.885	26319.0560	3+ Years (Tenured)	0
2414	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	80934.26	4	5.01	52	Female	Two or More	2021-08-11	NULL	2.00	4.00	1.00	0	1.088	32373.7040	3+ Years (Tenured)	1
2016	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	67758.92	5	2.45	37	Female	Hispanic	2024-03-05	NULL	4.00	4.00	6.00	0	0.911	27103.5680	1-3 Years (Mid-Tenure)	1
3000	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	72070.14	2	2.17	51	Other	African American	2024-06-14	NULL	4.00	1.00	1.00	0	0.969	28828.0560	1-3 Years (Mid-Tenure)	0
2809	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	87266.95	3	3.54	39	Male	Two or More	2023-01-31	NULL	9.00	9.99	7.00	0	1.173	34906.7800	3+ Years (Tenured)	0
136	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	71251.30	5	1.88	29	Other	Two or More	2024-09-26	NULL	9.99	NULL	9.99	0	0.958	28500.5200	1-3 Years (Mid-Tenure)	0
1249	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	89815.96	1	1.60	39	Female	African American	2024-12-03	2026-07-09	3.00	7.00	4.00	1	1.208	35926.3840	1-3 Years (Mid-Tenure)	0
2221	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	55214.49	4	1.18	47	Other	Hispanic	2025-06-09	NULL	3.00	7.00	6.00	0	0.742	22085.7960	1-3 Years (Mid-Tenure)	1
179	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	83626.67	4	1.70	41	Other	Caucasian	2024-01-25	2025-10-05	3.00	4.00	1.00	1	1.124	33450.6680	1-3 Years (Mid-Tenure)	1
2681	Data Science	Supervisor/Lead	Supervisor/Lead - Data Science	76698.50	4	1.23	66	Male	African American	2024-09-30	2025-12-24	5.00	9.00	6.00	1	1.031	30679.4000	1-3 Years (Mid-Tenure)	0
