application_id	requisition_id	department_id	date_applied	screen_passed	interview_passed	offer_extended	offer_accepted	hire_date	time_to_fill_days
386	REQ-2025-108	4	2026-03-17	0	0	0	0	NULL	NULL
387	REQ-2025-222	2	2026-02-26	0	0	0	0	NULL	NULL
388	REQ-2025-135	12	2025-08-04	1	0	0	0	NULL	NULL
389	REQ-2025-349	1	2025-09-28	1	0	0	0	NULL	NULL
390	REQ-2026-344	9	2026-04-06	1	1	0	0	NULL	NULL
391	REQ-2025-178	6	2026-04-14	0	0	0	0	NULL	NULL
392	REQ-2026-159	7	2026-03-10	1	1	0	0	NULL	NULL
393	REQ-2025-152	9	07/04/2026	0	0	0	0	NULL	NULL
394	REQ-2025-139	11	2026-02-25	1	1	0	0	NULL	NULL
395	REQ-2025-224	4	2026-02-22	0	0	0	0	NULL	NULL
396	REQ-2026-309	14	2026-03-18	0	0	0	0	NULL	NULL
397	REQ-2025-106	4	2025-10-10	1	0	0	0	NULL	NULL
398	REQ-2025-260	3	2026-05-15	1	0	0	0	NULL	NULL
399	REQ-2026-316	5	2025-11-14	0	0	0	0	NULL	NULL
400	REQ-2026-183	15	2025-12-21	0	0	0	0	NULL	NULL
401	REQ-2025-174	3	2025-09-14	1	1	1	1	2025-10-22	38
402	REQ-2026-221	9	2025-11-21	1	1	1	1	2025-12-20	29
403	REQ-2026-132	9	2026-02-04	0	0	0	0	NULL	NULL
404	REQ-2026-320	9	2025-08-28	1	0	0	0	NULL	NULL
405	REQ-2026-230	1	2026-06-06	1	0	0	0	NULL	NULL
406	REQ-2025-170	11	07/18/2026	0	0	0	0	NULL	NULL
407	REQ-2026-344	5	2025-12-02	1	0	0	0	NULL	NULL
408	REQ-2025-291	9	2025-12-05	0	0	0	0	NULL	NULL
409	REQ-2025-285	8	2026-05-01	0	0	0	0	NULL	NULL
410	REQ-2025-123	2	2025-08-19	0	0	0	0	NULL	NULL
411	REQ-2025-276	8	2026-01-28	0	0	0	0	NULL	NULL
412	REQ-2025-207	4	2026-07-08	0	0	0	0	NULL	NULL
413	REQ-2025-135	11	2026-07-03	1	1	0	0	NULL	NULL
414	REQ-2025-189	8	2026-02-07	1	0	0	0	NULL	NULL
415	REQ-2025-142	9	2026-01-02	1	1	0	0	NULL	NULL
416	REQ-2025-285	14	2026-01-07	0	0	0	0	NULL	NULL
417	REQ-2025-313	11	2026-05-14	1	0	0	0	NULL	NULL
418	REQ-2025-289	7	2026-01-15	1	0	0	0	NULL	NULL
419	REQ-2026-150	7	2025-08-29	0	0	0	0	NULL	NULL
420	REQ-2025-323	14	2025-09-21	1	0	0	0	NULL	NULL
421	REQ-2025-170	15	2025-12-14	1	0	0	0	NULL	NULL
422	REQ-2026-133	13	2025-10-24	1	0	0	0	NULL	NULL
423	REQ-2026-317	11	2025-11-25	0	0	0	0	NULL	NULL
424	REQ-2026-150	13	2025-11-30	0	0	0	0	NULL	NULL
425	REQ-2025-337	16	2025-09-29	0	0	0	0	NULL	NULL
426	REQ-2026-352	15	2026-04-01	0	0	0	0	NULL	NULL
427	REQ-2025-295	12	2026-02-14	1	0	0	0	NULL	NULL
428	REQ-2026-103	10	2025-09-22	0	0	0	0	NULL	NULL
429	REQ-2025-276	12	2025-12-27	1	0	0	0	NULL	NULL
430	NULL	5	2026-05-07	1	0	0	0	NULL	NULL
431	REQ-2026-128	10	2025-08-13	1	1	1	1	2025-08-31	18
432	REQ-2025-192	9	2026-01-13	0	0	0	0	NULL	NULL
433	REQ-2025-215	1	2026-03-17	1	1	0	0	NULL	NULL
434	REQ-2025-225	15	2025-08-29	1	1	0	0	NULL	NULL
435	REQ-2026-134	6	2026-05-14	0	0	0	0	NULL	NULL
436	REQ-2025-289	9	2025-12-11	0	0	0	0	NULL	NULL
437	REQ-2025-239	4	2026-06-23	1	0	0	0	NULL	NULL
438	REQ-2025-332	14	10/17/2025	1	0	0	0	NULL	NULL
439	REQ-2025-175	4	2025-10-03	0	0	0	0	NULL	NULL
440	REQ-2025-330	6	2026-07-01	0	0	0	0	NULL	NULL
441	REQ-2026-242	6	2026-05-10	1	1	0	0	NULL	NULL
442	REQ-2025-279	12	2026-06-11	1	0	0	0	NULL	NULL
443	REQ-2026-183	10	2026-04-18	1	0	0	0	NULL	NULL
444	REQ-2026-121	3	2026-05-16	1	0	0	0	NULL	NULL
445	REQ-2026-254	15	2026-04-04	1	1	1	1	2026-05-13	39
446	REQ-2025-312	2	2025-11-20	0	0	0	0	NULL	NULL
447	REQ-2026-107	8	2025-10-06	0	0	0	0	NULL	NULL
448	REQ-2025-117	16	2025-12-31	1	0	0	0	NULL	NULL
449	REQ-2026-319	12	2026-06-15	1	1	0	0	NULL	NULL
450	REQ-2026-143	14	2025-09-18	1	1	0	0	NULL	NULL
451	REQ-2026-232	12	2026-03-23	1	0	0	0	NULL	NULL
452	NULL	4	2026-06-09	0	0	0	0	NULL	NULL
453	REQ-2026-144	9	2025-11-30	1	0	0	0	NULL	NULL
454	REQ-2026-237	8	02/10/2026	1	0	0	0	NULL	NULL
455	REQ-2025-129	3	2025-09-09	1	0	0	0	NULL	NULL
456	NULL	16	2025-09-05	1	0	0	0	NULL	NULL
457	REQ-2025-271	4	2025-09-02	0	0	0	0	NULL	NULL
458	REQ-2026-187	5	2026-07-24	0	0	0	0	NULL	NULL
459	REQ-2026-118	4	01/15/2026	1	0	0	0	NULL	NULL
460	REQ-2026-197	14	2025-08-27	1	1	0	0	NULL	NULL
461	REQ-2025-142	13	2026-03-29	1	0	0	0	NULL	NULL
462	REQ-2025-306	5	2025-12-22	0	0	0	0	NULL	NULL
463	REQ-2025-323	12	2025-08-02	1	0	0	0	NULL	NULL
464	REQ-2026-226	13	2025-09-25	0	0	0	0	NULL	NULL
465	REQ-2025-330	11	2026-03-27	0	0	0	0	NULL	NULL
466	REQ-2025-280	16	2026-06-10	1	0	0	0	NULL	NULL
467	REQ-2026-214	6	2026-01-23	1	0	0	0	NULL	NULL
468	REQ-2026-103	8	2025-10-24	0	0	0	0	NULL	NULL
469	REQ-2025-179	11	2026-02-22	1	1	0	0	NULL	NULL
470	REQ-2025-276	7	2025-12-18	1	1	0	0	NULL	NULL
471	REQ-2025-208	11	2025-12-14	1	0	0	0	NULL	NULL
472	REQ-2025-203	7	2026-04-01	0	0	0	0	NULL	NULL
473	REQ-2025-120	8	2026-01-30	0	0	0	0	NULL	NULL
474	REQ-2026-352	1	2025-11-27	1	1	1	0	NULL	NULL
475	REQ-2026-221	14	2025-08-13	0	0	0	0	NULL	NULL
476	REQ-2025-288	14	2026-05-28	1	1	1	1	2026-06-30	33
477	REQ-2026-345	4	2026-01-17	0	0	0	0	NULL	NULL
478	REQ-2025-167	3	2025-08-08	1	0	0	0	NULL	NULL
479	REQ-2026-148	16	2025-12-04	0	0	0	0	NULL	NULL
480	REQ-2025-327	4	2025-10-11	1	0	0	0	NULL	NULL
481	REQ-2026-194	9	2026-07-20	1	0	0	0	NULL	NULL
482	REQ-2026-111	15	2026-04-30	0	0	0	0	NULL	NULL
483	REQ-2025-326	2	2026-07-15	0	0	0	0	NULL	NULL
484	REQ-2025-332	6	2025-08-06	1	1	0	0	NULL	NULL
485	REQ-2026-181	2	2025-10-20	1	0	0	0	NULL	NULL
486	REQ-2025-137	16	2025-08-31	0	0	0	0	NULL	NULL
487	REQ-2025-189	11	2026-06-20	0	0	0	0	NULL	NULL
488	REQ-2025-318	16	2026-02-18	1	0	0	0	NULL	NULL
489	REQ-2025-288	8	2026-05-16	1	1	0	0	NULL	NULL
490	REQ-2026-183	6	2026-04-04	1	0	0	0	NULL	NULL
491	REQ-2026-320	5	2026-03-24	0	0	0	0	NULL	NULL
492	REQ-2026-133	9	2025-10-15	0	0	0	0	NULL	NULL
493	REQ-2026-103	11	2026-04-07	0	0	0	0	NULL	NULL
494	REQ-2026-247	7	2026-04-10	0	0	0	0	NULL	NULL
495	REQ-2025-135	1	03/02/2026	0	0	0	0	NULL	NULL
496	REQ-2025-162	8	2026-06-20	0	0	0	0	NULL	NULL
497	REQ-2026-251	5	2026-07-01	0	0	0	0	NULL	NULL
498	REQ-2026-309	13	2025-10-26	1	1	0	0	NULL	NULL
499	REQ-2025-281	14	2026-06-12	1	1	1	1	2026-07-16	34
500	REQ-2026-185	16	2025-12-04	1	1	0	0	NULL	NULL
501	REQ-2026-351	11	2025-11-04	0	0	0	0	NULL	NULL
502	REQ-2026-230	13	2026-04-25	0	0	0	0	NULL	NULL
503	REQ-2026-141	9	2026-04-17	1	1	0	0	NULL	NULL
504	REQ-2025-281	9	2026-01-07	1	1	1	1	2026-02-12	36
505	REQ-2025-168	9	2025-11-18	1	1	1	1	2025-12-15	27
506	REQ-2026-107	13	2026-07-20	0	0	0	0	NULL	NULL
507	REQ-2026-219	3	2026-02-19	1	1	1	1	2026-04-19	59
508	REQ-2026-185	11	2025-10-13	1	0	0	0	NULL	NULL
509	REQ-2026-155	9	2026-07-06	1	1	0	0	NULL	NULL
510	REQ-2025-168	13	2025-12-14	1	0	0	0	NULL	NULL
511	REQ-2025-126	6	2026-04-03	1	0	0	0	NULL	NULL
512	REQ-2025-236	15	2026-02-12	0	0	0	0	NULL	NULL
513	REQ-2026-232	4	2025-12-17	1	1	1	1	2026-02-03	48
514	REQ-2025-271	9	2026-01-22	1	1	0	0	NULL	NULL
515	REQ-2025-102	4	2026-01-10	1	0	0	0	NULL	NULL
516	REQ-2025-233	7	2026-04-06	1	0	0	0	NULL	NULL
517	REQ-2025-192	7	2026-05-01	1	1	0	0	NULL	NULL
518	REQ-2026-293	14	2025-11-23	0	0	0	0	NULL	NULL
519	REQ-2026-141	7	2025-09-16	1	1	0	0	NULL	NULL
520	REQ-2026-128	16	03/08/2026	1	0	0	0	NULL	NULL
521	REQ-2026-290	2	2026-05-09	1	1	1	1	2026-07-07	59
522	REQ-2025-177	11	2026-06-05	0	0	0	0	NULL	NULL
523	REQ-2025-258	13	2026-03-05	1	0	0	0	NULL	NULL
524	REQ-2025-342	9	2026-01-30	0	0	0	0	NULL	NULL
525	REQ-2025-203	8	2026-06-08	0	0	0	0	NULL	NULL
526	REQ-2025-170	9	2025-08-16	0	0	0	0	NULL	NULL
527	REQ-2026-316	9	2026-07-06	1	1	0	0	NULL	NULL
528	REQ-2026-103	9	2025-10-20	0	0	0	0	NULL	NULL
529	REQ-2025-238	16	2026-07-05	1	0	0	0	NULL	NULL
530	REQ-2026-221	10	2026-06-17	1	0	0	0	NULL	NULL
531	REQ-2026-159	3	2025-11-19	0	0	0	0	NULL	NULL
532	REQ-2026-294	9	2026-03-17	0	0	0	0	NULL	NULL
533	REQ-2026-134	1	2026-03-21	1	1	1	1	2026-05-05	45
534	REQ-2025-346	1	2025-09-22	1	0	0	0	NULL	NULL
535	REQ-2026-235	11	2025-11-14	1	1	0	0	NULL	NULL
536	REQ-2026-187	15	2026-06-27	1	1	1	1	2026-08-24	61
537	REQ-2025-203	11	2026-04-11	0	0	0	0	NULL	NULL
538	REQ-2025-276	8	2025-11-12	1	0	0	0	NULL	NULL
539	REQ-2025-207	8	2026-02-19	1	0	0	0	NULL	NULL
540	REQ-2025-288	11	2025-10-06	1	1	1	1	2025-11-16	41
541	REQ-2025-248	7	2026-06-24	1	0	0	0	NULL	NULL
542	REQ-2025-189	14	2026-06-17	0	0	0	0	NULL	NULL
543	REQ-2026-329	4	2026-05-26	1	1	0	0	NULL	NULL
544	REQ-2026-294	15	2026-03-13	0	0	0	0	NULL	NULL
545	REQ-2026-198	3	2026-01-25	1	0	0	0	NULL	NULL
546	REQ-2025-220	3	2025-11-19	1	1	0	0	NULL	NULL
547	REQ-2026-315	5	2025-10-31	0	0	0	0	NULL	NULL
548	REQ-2025-224	10	2025-08-25	1	1	0	0	NULL	NULL
549	REQ-2026-206	10	2025-09-27	0	0	0	0	NULL	NULL
550	REQ-2026-144	11	2026-05-03	1	0	0	0	NULL	NULL
551	REQ-2025-302	14	2026-04-29	1	1	0	0	NULL	NULL
552	REQ-2026-128	5	2026-06-21	0	0	0	0	NULL	NULL
553	REQ-2025-234	5	2026-06-28	0	0	0	0	NULL	NULL
554	REQ-2025-301	8	2025-12-22	1	0	0	0	NULL	NULL
555	REQ-2025-323	15	2026-04-24	1	0	0	0	NULL	NULL
556	REQ-2026-103	4	2026-04-08	0	0	0	0	NULL	NULL
557	REQ-2025-168	7	2026-05-10	1	0	0	0	NULL	NULL
558	REQ-2025-304	4	2025-10-12	1	0	0	0	NULL	NULL
559	REQ-2025-172	10	2026-06-04	1	1	1	0	NULL	NULL
560	REQ-2025-170	6	2026-02-28	1	1	1	0	NULL	NULL
561	REQ-2025-304	16	2026-06-29	1	0	0	0	NULL	NULL
562	NULL	1	2026-01-14	1	1	0	0	NULL	NULL
563	REQ-2025-346	8	2026-05-25	0	0	0	0	NULL	NULL
564	REQ-2025-180	10	2025-08-02	1	0	0	0	NULL	NULL
565	REQ-2026-109	6	2025-11-11	0	0	0	0	NULL	NULL
566	REQ-2025-190	8	2026-04-12	1	1	0	0	NULL	NULL
567	NULL	2	2026-02-26	1	0	0	0	NULL	NULL
568	REQ-2026-131	5	07/15/2026	1	1	1	1	2026-08-16	32
569	REQ-2025-258	16	2026-02-04	0	0	0	0	NULL	NULL
570	REQ-2026-286	5	2026-04-18	0	0	0	0	NULL	NULL
571	REQ-2025-196	15	2026-06-03	0	0	0	0	NULL	NULL
572	REQ-2026-261	12	2026-07-01	1	1	1	1	2026-07-16	15
573	REQ-2025-265	7	2026-01-10	1	0	0	0	NULL	NULL
574	REQ-2026-214	3	2025-10-05	1	1	0	0	NULL	NULL
575	REQ-2025-258	9	2025-08-29	0	0	0	0	NULL	NULL
576	REQ-2026-319	5	2025-08-28	1	0	0	0	NULL	NULL
577	REQ-2025-153	3	2025-10-20	0	0	0	0	NULL	NULL
578	REQ-2025-323	3	2026-06-29	1	0	0	0	NULL	NULL
579	REQ-2026-143	4	2025-08-10	0	0	0	0	NULL	NULL
580	REQ-2025-258	8	2026-07-31	1	1	0	0	NULL	NULL
581	REQ-2026-202	1	2025-10-23	1	1	1	1	2025-11-14	22
582	REQ-2025-146	2	2026-01-09	0	0	0	0	NULL	NULL
583	REQ-2026-197	4	2025-10-07	1	1	0	0	NULL	NULL
584	REQ-2025-307	12	2025-10-31	0	0	0	0	NULL	NULL
585	REQ-2026-159	4	2026-05-31	0	0	0	0	NULL	NULL
586	REQ-2025-330	1	2025-10-24	1	0	0	0	NULL	NULL
587	REQ-2025-325	8	2025-10-21	1	1	0	0	NULL	NULL
588	REQ-2025-292	1	2025-12-21	0	0	0	0	NULL	NULL
589	REQ-2025-248	11	2025-10-30	0	0	0	0	NULL	NULL
590	REQ-2025-108	6	12/26/2025	1	1	0	0	NULL	NULL
591	REQ-2025-171	5	2025-09-21	0	0	0	0	NULL	NULL
592	REQ-2026-217	11	2026-07-02	1	0	0	0	NULL	NULL
593	REQ-2025-326	2	2026-04-23	0	0	0	0	NULL	NULL
594	REQ-2026-351	8	2025-08-14	0	0	0	0	NULL	NULL
595	REQ-2025-234	14	2026-02-06	1	0	0	0	NULL	NULL
596	REQ-2025-240	16	2026-06-20	0	0	0	0	NULL	NULL
597	REQ-2025-196	9	2025-10-30	1	1	0	0	NULL	NULL
598	REQ-2025-228	3	2026-07-07	0	0	0	0	NULL	NULL
599	REQ-2026-200	7	2026-02-03	1	1	0	0	NULL	NULL
600	REQ-2025-207	4	2026-02-20	1	1	1	1	2026-03-24	32
601	REQ-2026-114	10	2026-01-22	1	1	0	0	NULL	NULL
602	REQ-2025-343	15	2026-04-07	1	0	0	0	NULL	NULL
603	REQ-2026-331	14	2025-12-22	1	1	0	0	NULL	NULL
604	REQ-2026-335	8	2026-02-01	1	0	0	0	NULL	NULL
605	REQ-2025-192	8	2026-05-25	0	0	0	0	NULL	NULL
606	REQ-2025-142	15	2026-05-02	0	0	0	0	NULL	NULL
607	REQ-2026-155	11	2026-05-30	0	0	0	0	NULL	NULL
608	REQ-2026-103	11	2026-02-21	1	0	0	0	NULL	NULL
609	REQ-2025-216	9	2025-11-09	0	0	0	0	NULL	NULL
610	REQ-2025-343	10	2025-10-15	1	1	0	0	NULL	NULL
611	REQ-2026-336	10	2026-01-14	0	0	0	0	NULL	NULL
612	REQ-2025-327	12	2025-12-17	1	0	0	0	NULL	NULL
613	REQ-2025-297	16	2025-11-07	1	0	0	0	NULL	NULL
614	REQ-2025-139	10	2026-07-14	1	1	0	0	NULL	NULL
615	REQ-2025-307	11	2025-09-10	1	0	0	0	NULL	NULL
616	REQ-2026-272	4	2026-02-16	1	1	1	1	2026-03-20	32
617	REQ-2026-241	14	2025-09-06	1	1	0	0	NULL	NULL
618	REQ-2026-242	16	2025-12-17	1	0	0	0	NULL	NULL
619	REQ-2025-340	6	2026-02-02	0	0	0	0	NULL	NULL
620	REQ-2026-143	15	2025-10-07	0	0	0	0	NULL	NULL
621	REQ-2025-291	14	2026-07-10	1	1	0	0	NULL	NULL
622	REQ-2026-118	8	2025-08-06	1	0	0	0	NULL	NULL
623	REQ-2025-257	7	2026-07-19	1	0	0	0	NULL	NULL
624	REQ-2026-114	10	2025-10-09	0	0	0	0	NULL	NULL
625	REQ-2026-107	4	2025-11-30	0	0	0	0	NULL	NULL
626	REQ-2026-161	6	2026-04-07	0	0	0	0	NULL	NULL
627	REQ-2025-297	8	08/31/2025	0	0	0	0	NULL	NULL
628	REQ-2026-293	15	2025-12-02	1	0	0	0	NULL	NULL
629	REQ-2025-216	1	2025-08-14	0	0	0	0	NULL	NULL
630	REQ-2025-173	12	2026-01-26	0	0	0	0	NULL	NULL
631	REQ-2026-266	6	2025-09-20	0	0	0	0	NULL	NULL
632	REQ-2026-133	15	2026-06-10	1	1	1	1	2026-08-05	56
633	REQ-2025-297	8	2025-11-22	1	1	0	0	NULL	NULL
634	REQ-2025-289	13	2025-11-10	0	0	0	0	NULL	NULL
635	REQ-2026-217	6	2026-07-15	1	1	1	1	2026-08-07	23
636	REQ-2025-108	8	04/28/2026	0	0	0	0	NULL	NULL
637	REQ-2026-230	10	2025-08-08	1	1	0	0	NULL	NULL
638	REQ-2026-246	11	2026-05-21	1	1	1	1	2026-06-15	25
639	REQ-2026-115	16	2025-08-06	0	0	0	0	NULL	NULL
640	REQ-2026-115	11	2026-06-25	0	0	0	0	NULL	NULL
641	REQ-2026-227	4	2025-10-02	1	0	0	0	NULL	NULL
642	REQ-2025-149	4	2026-03-08	0	0	0	0	NULL	NULL
643	REQ-2026-241	10	2025-12-30	0	0	0	0	NULL	NULL
644	REQ-2025-318	9	2026-04-11	0	0	0	0	NULL	NULL
645	REQ-2025-215	7	2025-11-16	0	0	0	0	NULL	NULL
646	REQ-2026-264	7	2025-08-26	1	1	0	0	NULL	NULL
647	REQ-2026-241	2	2025-11-07	0	0	0	0	NULL	NULL
648	REQ-2026-131	14	2025-09-07	1	0	0	0	NULL	NULL
649	REQ-2026-118	14	2025-11-27	0	0	0	0	NULL	NULL
650	REQ-2025-318	15	2026-06-29	0	0	0	0	NULL	NULL
651	REQ-2026-110	14	2025-11-17	1	1	0	0	NULL	NULL
652	REQ-2025-171	6	2026-03-19	1	0	0	0	NULL	NULL
653	REQ-2025-172	3	2026-06-07	1	1	0	0	NULL	NULL
654	REQ-2025-101	5	2025-12-10	0	0	0	0	NULL	NULL
655	REQ-2025-169	9	2025-09-17	0	0	0	0	NULL	NULL
656	REQ-2026-217	6	2025-09-04	0	0	0	0	NULL	NULL
657	REQ-2025-174	4	2026-02-01	1	0	0	0	NULL	NULL
658	REQ-2025-233	16	2026-07-29	1	1	0	0	NULL	NULL
659	REQ-2026-131	3	2025-11-04	1	1	0	0	NULL	NULL
660	REQ-2025-113	2	2025-11-13	1	0	0	0	NULL	NULL
661	REQ-2026-107	2	2025-10-31	1	1	1	1	2025-12-04	34
662	REQ-2025-333	2	2025-09-06	1	0	0	0	NULL	NULL
663	REQ-2025-106	6	2026-03-09	0	0	0	0	NULL	NULL
664	REQ-2026-237	13	2025-11-24	0	0	0	0	NULL	NULL
665	REQ-2025-212	6	2026-05-14	0	0	0	0	NULL	NULL
666	REQ-2025-177	2	2026-06-20	1	1	0	0	NULL	NULL
667	REQ-2026-210	9	2025-08-26	1	0	0	0	NULL	NULL
668	REQ-2025-160	7	2025-08-29	0	0	0	0	NULL	NULL
669	REQ-2025-175	4	2025-08-29	0	0	0	0	NULL	NULL
670	REQ-2026-201	6	2025-08-18	0	0	0	0	NULL	NULL
671	REQ-2025-312	14	2025-11-22	1	1	1	1	2026-01-08	47
672	REQ-2026-183	10	2025-09-11	1	1	0	0	NULL	NULL
673	REQ-2026-128	9	2026-02-07	1	0	0	0	NULL	NULL
674	REQ-2026-284	12	2026-01-07	1	1	0	0	NULL	NULL
675	REQ-2026-296	4	2025-09-29	0	0	0	0	NULL	NULL
676	REQ-2026-145	15	2026-06-14	1	0	0	0	NULL	NULL
677	REQ-2026-315	2	2026-07-11	0	0	0	0	NULL	NULL
678	REQ-2026-206	12	2025-08-17	0	0	0	0	NULL	NULL
679	REQ-2026-148	8	2026-04-01	0	0	0	0	NULL	NULL
680	REQ-2025-311	15	2025-12-19	0	0	0	0	NULL	NULL
681	REQ-2026-150	3	2026-02-23	0	0	0	0	NULL	NULL
682	REQ-2026-131	14	2025-12-06	0	0	0	0	NULL	NULL
683	REQ-2026-217	8	2026-01-07	1	0	0	0	NULL	NULL
684	REQ-2025-333	4	2025-11-19	1	1	0	0	NULL	NULL
685	REQ-2026-221	5	2026-01-27	1	1	1	0	NULL	NULL
686	REQ-2025-179	7	2025-08-03	0	0	0	0	NULL	NULL
687	REQ-2026-131	12	2026-01-07	1	0	0	0	NULL	NULL
688	REQ-2025-334	15	2025-12-14	1	1	0	0	NULL	NULL
689	REQ-2025-205	11	01/27/2026	0	0	0	0	NULL	NULL
690	REQ-2025-105	3	2025-10-06	1	1	0	0	NULL	NULL
691	REQ-2025-213	5	2026-06-25	1	0	0	0	NULL	NULL
692	REQ-2025-139	13	2026-01-22	1	0	0	0	NULL	NULL
693	REQ-2026-188	10	2025-08-17	0	0	0	0	NULL	NULL
694	REQ-2026-331	1	2026-02-15	0	0	0	0	NULL	NULL
695	REQ-2026-316	2	2026-01-29	1	0	0	0	NULL	NULL
696	REQ-2025-283	10	2025-12-08	0	0	0	0	NULL	NULL
697	REQ-2026-134	7	2026-02-07	1	1	0	0	NULL	NULL
698	REQ-2025-305	12	2026-05-16	1	0	0	0	NULL	NULL
699	REQ-2025-125	4	2026-06-28	1	1	0	0	NULL	NULL
700	REQ-2026-227	4	08/09/2025	1	0	0	0	NULL	NULL
701	REQ-2026-214	2	2026-02-12	0	0	0	0	NULL	NULL
702	REQ-2026-348	11	2025-09-29	1	1	1	1	2025-11-24	56
703	REQ-2025-229	12	2026-05-10	1	1	0	0	NULL	NULL
704	REQ-2025-312	3	2025-11-23	1	1	0	0	NULL	NULL
705	REQ-2026-245	3	2025-11-10	1	0	0	0	NULL	NULL
706	REQ-2026-351	4	07/31/2026	0	0	0	0	NULL	NULL
707	REQ-2026-247	8	2025-12-08	0	0	0	0	NULL	NULL
708	REQ-2025-108	7	2026-04-01	1	1	0	0	NULL	NULL
709	REQ-2026-199	8	2025-11-18	1	0	0	0	NULL	NULL
710	REQ-2026-352	8	2026-01-21	1	0	0	0	NULL	NULL
711	REQ-2026-193	3	2026-02-05	0	0	0	0	NULL	NULL
712	REQ-2025-184	2	2026-05-02	1	0	0	0	NULL	NULL
713	REQ-2026-235	6	2026-07-31	1	0	0	0	NULL	NULL
714	REQ-2025-158	6	2026-02-18	0	0	0	0	NULL	NULL
715	REQ-2026-140	15	2026-03-07	1	1	0	0	NULL	NULL
716	REQ-2026-250	8	2025-08-16	1	0	0	0	NULL	NULL
717	REQ-2026-109	15	2025-12-13	0	0	0	0	NULL	NULL
718	REQ-2026-254	12	2026-02-24	1	0	0	0	NULL	NULL
719	REQ-2025-300	8	2026-05-05	1	0	0	0	NULL	NULL
720	REQ-2026-166	13	2025-11-18	1	1	1	1	2025-12-13	25
721	REQ-2025-184	6	2025-10-08	0	0	0	0	NULL	NULL
722	REQ-2025-283	10	2026-05-26	1	0	0	0	NULL	NULL
723	REQ-2025-208	12	2025-11-12	0	0	0	0	NULL	NULL
724	REQ-2025-323	14	08/11/2025	0	0	0	0	NULL	NULL
725	REQ-2026-219	2	2025-10-27	1	0	0	0	NULL	NULL
726	REQ-2025-240	3	2026-05-26	1	1	0	0	NULL	NULL
727	REQ-2026-293	6	2026-06-29	1	0	0	0	NULL	NULL
728	REQ-2026-253	16	2026-03-28	1	1	0	0	NULL	NULL
729	REQ-2025-125	14	2026-06-09	0	0	0	0	NULL	NULL
730	REQ-2026-230	11	2025-09-10	1	0	0	0	NULL	NULL
731	REQ-2026-166	2	2026-07-17	0	0	0	0	NULL	NULL
732	REQ-2025-190	9	2026-03-17	1	0	0	0	NULL	NULL
733	REQ-2025-337	12	2025-09-01	0	0	0	0	NULL	NULL
734	REQ-2025-289	15	2026-02-16	0	0	0	0	NULL	NULL
735	REQ-2025-156	9	2025-11-16	1	1	0	0	NULL	NULL
736	REQ-2025-205	9	2026-03-09	0	0	0	0	NULL	NULL
737	REQ-2025-288	16	2026-01-04	1	0	0	0	NULL	NULL
738	REQ-2025-240	8	2026-03-21	0	0	0	0	NULL	NULL
739	REQ-2025-112	16	2025-10-22	1	0	0	0	NULL	NULL
740	REQ-2025-209	15	2025-12-02	1	1	0	0	NULL	NULL
741	REQ-2026-290	4	11/09/2025	0	0	0	0	NULL	NULL
742	REQ-2025-189	2	2025-10-27	1	0	0	0	NULL	NULL
743	REQ-2025-129	16	2025-08-13	1	0	0	0	NULL	NULL
744	REQ-2025-265	16	2025-12-24	0	0	0	0	NULL	NULL
745	REQ-2025-165	14	2026-01-18	1	1	0	0	NULL	NULL
746	REQ-2025-225	7	2025-08-24	0	0	0	0	NULL	NULL
747	REQ-2026-157	11	2025-09-19	0	0	0	0	NULL	NULL
748	REQ-2025-325	3	2025-11-15	1	0	0	0	NULL	NULL
749	REQ-2025-105	14	2026-04-14	1	1	0	0	NULL	NULL
750	REQ-2026-210	16	2025-11-29	1	0	0	0	NULL	NULL
751	REQ-2025-349	5	2025-10-20	1	1	0	0	NULL	NULL
752	REQ-2026-344	11	2026-03-05	1	0	0	0	NULL	NULL
753	REQ-2025-257	8	2026-01-22	1	1	0	0	NULL	NULL
754	REQ-2025-239	3	2026-05-24	1	1	0	0	NULL	NULL
755	REQ-2026-140	9	2025-11-26	1	1	0	0	NULL	NULL
756	REQ-2025-225	5	2026-06-01	0	0	0	0	NULL	NULL
757	REQ-2025-239	14	2026-02-13	1	0	0	0	NULL	NULL
758	REQ-2025-162	7	2026-03-18	0	0	0	0	NULL	NULL
759	REQ-2025-255	7	2025-11-02	1	0	0	0	NULL	NULL
760	REQ-2026-230	11	2026-01-22	0	0	0	0	NULL	NULL
761	REQ-2026-303	1	2025-11-12	1	1	1	1	2026-01-12	61
762	REQ-2026-107	7	2026-04-22	1	0	0	0	NULL	NULL
763	REQ-2025-215	11	2026-04-29	1	0	0	0	NULL	NULL
764	REQ-2026-269	7	2025-10-25	0	0	0	0	NULL	NULL
765	REQ-2025-279	2	2026-06-29	0	0	0	0	NULL	NULL
766	REQ-2025-339	4	2026-03-21	1	1	0	0	NULL	NULL
767	REQ-2025-283	15	2026-04-26	0	0	0	0	NULL	NULL
768	REQ-2025-295	12	2025-09-09	1	0	0	0	NULL	NULL
769	REQ-2026-247	9	2026-05-18	0	0	0	0	NULL	NULL
770	REQ-2025-169	10	2026-02-03	1	0	0	0	NULL	NULL
771	REQ-2026-181	4	2025-11-06	1	0	0	0	NULL	NULL
772	REQ-2026-226	15	2026-04-01	1	1	0	0	NULL	NULL
