survey_id	employee_id	survey_date	engagement_score	manager_satisfaction	work_life_balance_score	eNPS_category
NULL	564	2025-07-31	8	NULL	7	Promoter
NULL	564	2025-10-31	10	9	6	Passive
NULL	565	2024-07-31	3	3	1	Detractor
NULL	565	2024-10-31	1	3	3	Passive
NULL	565	2025-07-31	4	7	NULL	Detractor
NULL	565	2025-10-31	5	7	7	Detractor
NULL	565	2026-07-31	4	3	3	Detractor
NULL	566	2024-10-31	8	7	4	Promoter
NULL	566	2025-01-31	6	7	1	Detractor
NULL	566	2025-07-31	8	3	5	Detractor
NULL	566	2025-10-31	3	8	7	Detractor
NULL	566	2026-01-31	9	6	10	Promoter
NULL	566	2026-04-30	7	3	9	Passive
NULL	566	2026-07-31	10	4	8	Passive
NULL	569	2024-04-30	9	3	NULL	Promoter
NULL	569	2024-07-31	9	7	7	Passive
NULL	569	2024-10-31	10	10	9	Promoter
NULL	569	2025-01-31	8	10	2	Passive
NULL	569	2025-04-30	9	8	1	Promoter
NULL	569	2025-07-31	8	6	9	Promoter
NULL	569	2025-10-31	8	10	7	Passive
NULL	569	04/30/2026	10	9	8	Promoter
NULL	569	2026-07-31	8	7	6	Promoter
NULL	571	2024-01-31	8	5	5	Passive
NULL	571	2024-04-30	4	5	7	Passive
NULL	571	2024-07-31	3	6	2	Detractor
NULL	571	2024-10-31	2	3	10	Detractor
NULL	571	2025-01-31	10	4	8	Promoter
NULL	571	2025-04-30	6	6	7	Passive
NULL	571	2025-07-31	2	5	7	Detractor
NULL	571	2026-01-31	8	7	6	Passive
NULL	571	2026-04-30	6	5	3	Promoter
NULL	571	2026-07-31	5	10	6	Detractor
NULL	572	2024-04-30	10	9	10	Promoter
NULL	572	2024-07-31	10	10	6	Promoter
NULL	572	2024-10-31	10	6	6	Promoter
NULL	572	2025-01-31	10	6	10	Passive
NULL	572	2025-04-30	8	10	10	Promoter
NULL	572	2025-10-31	10	8	10	Promoter
NULL	572	2026-01-31	9	10	7	Promoter
NULL	572	2026-07-31	10	10	10	Promoter
NULL	573	2026-07-31	8	5	4	Passive
NULL	574	2025-01-31	8	4	6	Passive
NULL	574	2026-04-30	10	10	9	Passive
NULL	574	2026-07-31	4	8	5	Detractor
NULL	575	2024-04-30	7	8	3	Detractor
NULL	575	2024-07-31	6	5	6	Detractor
NULL	575	2024-10-31	4	7	5	Detractor
NULL	575	2025-01-31	4	5	2	Detractor
NULL	575	2025-04-30	2	7	4	Detractor
NULL	575	2025-07-31	7	2	5	Passive
NULL	575	2025-10-31	3	5	1	Detractor
NULL	575	2026-01-31	6	9	9	Passive
NULL	576	2024-01-31	1	1	1	Detractor
NULL	576	2024-04-30	4	1	3	Detractor
NULL	577	2026-01-31	2	NULL	1	Detractor
NULL	577	2026-07-31	3	1	4	Detractor
NULL	578	2026-04-30	4	5	6	Passive
NULL	578	2026-07-31	5	1	5	Detractor
NULL	579	2024-01-31	7	6	6	Detractor
NULL	579	2024-04-30	7	8	8	Passive
NULL	579	2024-07-31	7	8	10	Passive
NULL	579	2025-01-31	4	7	NULL	Detractor
NULL	579	2025-07-31	8	6	3	Passive
NULL	579	2025-10-31	7	6	9	Promoter
NULL	579	2026-01-31	7	3	7	Promoter
NULL	579	2026-04-30	8	9	6	Promoter
NULL	580	2025-10-31	6	9	10	Passive
NULL	580	2026-01-31	9	8	9	Promoter
NULL	580	2026-04-30	10	5	7	Passive
NULL	581	2024-04-30	5	5	7	Detractor
NULL	581	07/31/2024	8	7	6	Passive
NULL	581	2024-10-31	5	7	4	Detractor
NULL	581	2025-01-31	8	3	3	Passive
NULL	581	2025-07-31	5	1	4	Detractor
NULL	581	2026-04-30	5	5	9	Detractor
NULL	582	2025-07-31	5	7	NULL	Detractor
NULL	582	2025-10-31	2	6	1	Detractor
NULL	582	2026-01-31	3	7	NULL	Detractor
NULL	583	2024-01-31	2	5	5	Detractor
NULL	583	2024-04-30	2	2	1	Detractor
NULL	583	2024-07-31	3	1	1	Detractor
NULL	583	2024-10-31	2	1	2	Detractor
NULL	583	2025-01-31	1	1	1	Detractor
NULL	583	2025-04-30	4	2	1	Passive
NULL	583	2025-10-31	1	1	1	Detractor
NULL	583	2026-01-31	1	5	5	Detractor
NULL	584	2024-01-31	9	7	4	Promoter
NULL	584	2024-04-30	10	NULL	10	Promoter
NULL	584	2024-07-31	6	10	5	Detractor
NULL	584	2025-04-30	7	6	7	Promoter
NULL	584	2025-07-31	5	7	5	Detractor
NULL	584	2025-10-31	7	7	10	Passive
NULL	584	2026-01-31	7	NULL	8	Passive
NULL	585	2024-07-31	5	6	8	Detractor
NULL	585	2025-01-31	6	10	10	Detractor
NULL	585	2025-07-31	9	6	8	Promoter
NULL	585	2026-07-31	10	9	NULL	Passive
NULL	586	2024-01-31	4	9	6	Detractor
NULL	586	2024-07-31	5	10	6	Passive
NULL	586	2024-10-31	5	5	2	Detractor
NULL	586	2025-01-31	10	4	NULL	Promoter
NULL	587	2024-07-31	5	1	2	Detractor
NULL	587	2024-10-31	6	3	4	Detractor
NULL	587	2025-01-31	1	1	3	Detractor
NULL	587	2025-07-31	5	4	3	Detractor
NULL	587	2026-01-31	8	7	4	Promoter
NULL	587	2026-04-30	3	5	5	Detractor
NULL	589	2024-04-30	8	5	5	Promoter
NULL	589	2024-10-31	10	5	7	Promoter
NULL	589	2025-01-31	8	5	10	Passive
NULL	589	2025-04-30	5	3	10	Detractor
NULL	589	07/31/2025	7	3	6	Promoter
NULL	590	2026-04-30	3	1	4	Detractor
NULL	590	2026-07-31	5	5	1	Passive
NULL	591	2024-01-31	9	10	5	Promoter
NULL	591	2024-07-31	7	3	3	Promoter
NULL	591	2024-10-31	4	6	6	Detractor
NULL	591	2025-01-31	7	10	9	Promoter
NULL	591	2025-04-30	9	5	7	Promoter
NULL	591	2025-07-31	9	9	7	Promoter
NULL	591	2025-10-31	8	8	7	Promoter
NULL	592	2024-01-31	10	3	8	Detractor
NULL	592	07/31/2024	10	7	5	Promoter
NULL	592	2024-10-31	8	9	9	Promoter
NULL	592	2025-01-31	7	1	1	Passive
NULL	592	2025-04-30	8	6	10	Passive
NULL	592	2025-07-31	10	7	8	Promoter
NULL	592	2025-10-31	8	9	10	Passive
NULL	592	2026-07-31	7	6	8	Passive
NULL	593	2026-07-31	6	8	5	Detractor
NULL	594	2024-04-30	6	5	6	Detractor
NULL	594	2024-07-31	7	8	4	Passive
NULL	594	2025-01-31	6	8	3	Detractor
NULL	594	2025-07-31	7	6	6	Passive
NULL	594	2025-10-31	9	10	6	Promoter
NULL	594	2026-01-31	10	6	4	Passive
NULL	595	2026-01-31	2	5	4	Detractor
NULL	595	2026-04-30	5	6	6	Passive
NULL	595	2026-07-31	4	2	1	Passive
NULL	596	2025-07-31	2	1	1	Detractor
NULL	596	2025-10-31	1	3	1	Detractor
NULL	596	2026-01-31	2	2	1	Detractor
NULL	596	2026-04-30	1	1	1	Passive
NULL	596	2026-07-31	1	1	1	Detractor
NULL	597	2024-01-31	6	8	5	Detractor
NULL	597	2024-04-30	6	3	6	Detractor
NULL	597	2024-07-31	6	10	5	Detractor
NULL	597	2024-10-31	4	4	7	Passive
NULL	597	2025-01-31	6	6	3	Detractor
NULL	597	2025-04-30	7	1	6	Passive
NULL	597	2025-10-31	8	4	6	Promoter
NULL	597	2026-01-31	4	1	6	Detractor
NULL	597	2026-04-30	4	9	10	Detractor
NULL	597	2026-07-31	6	4	2	Passive
NULL	598	2024-07-31	5	NULL	1	Detractor
NULL	598	2025-01-31	3	4	7	Detractor
NULL	598	2025-04-30	5	6	2	Detractor
NULL	598	2025-07-31	4	4	1	Detractor
NULL	598	2026-01-31	3	7	2	Detractor
NULL	598	2026-04-30	4	4	4	Detractor
NULL	598	2026-07-31	2	5	4	Detractor
NULL	599	2026-01-31	6	2	2	Detractor
NULL	599	2026-04-30	8	5	6	Promoter
NULL	599	2026-07-31	8	10	6	Promoter
NULL	600	2024-10-31	7	6	4	Promoter
NULL	600	2025-01-31	7	10	NULL	Detractor
NULL	600	2025-07-31	4	6	6	Detractor
NULL	600	2025-10-31	8	5	1	Passive
NULL	600	2026-04-30	7	2	5	Passive
NULL	600	2026-07-31	8	7	5	Passive
NULL	601	2024-01-31	10	9	8	Promoter
NULL	601	2024-04-30	8	7	4	Promoter
NULL	601	07/31/2024	9	9	5	Promoter
NULL	601	2024-10-31	7	9	5	Passive
NULL	601	2025-01-31	7	9	7	Passive
NULL	601	2025-07-31	10	7	3	Promoter
NULL	601	2025-10-31	9	5	5	Promoter
NULL	601	2026-04-30	8	10	9	Passive
NULL	601	2026-07-31	8	7	5	Detractor
NULL	602	2024-01-31	8	5	3	Passive
NULL	602	2024-07-31	6	3	2	Passive
NULL	602	2024-10-31	4	8	8	Detractor
NULL	602	01/31/2025	7	10	5	Promoter
NULL	602	2025-07-31	6	7	5	Passive
NULL	602	2025-10-31	7	7	8	Passive
NULL	603	2026-07-31	8	4	7	Passive
NULL	604	2024-04-30	4	4	6	Detractor
NULL	604	2024-07-31	7	2	1	Promoter
NULL	604	2024-10-31	7	5	7	Passive
NULL	604	2025-01-31	7	6	7	Passive
NULL	604	2025-04-30	8	7	8	Passive
NULL	604	2025-10-31	7	6	10	Promoter
NULL	604	2026-04-30	6	5	7	Detractor
NULL	604	2026-07-31	6	4	5	Passive
NULL	606	2024-01-31	5	1	8	Detractor
NULL	606	2024-04-30	6	2	7	Detractor
NULL	606	2024-07-31	3	3	6	Promoter
NULL	606	2025-07-31	7	5	1	Passive
NULL	606	10/31/2025	5	9	5	Detractor
NULL	606	2026-04-30	2	3	6	Detractor
NULL	607	2026-01-31	1	1	3	Detractor
NULL	607	2026-04-30	3	3	1	Detractor
NULL	607	2026-07-31	3	1	2	Passive
NULL	608	2024-01-31	3	4	3	Detractor
NULL	608	2024-04-30	6	5	4	Passive
NULL	608	2025-01-31	4	6	1	Passive
NULL	608	2025-04-30	1	8	1	Detractor
NULL	608	2025-07-31	5	5	1	Promoter
NULL	608	2025-10-31	7	3	3	Detractor
NULL	608	2026-01-31	6	6	3	Detractor
NULL	608	2026-04-30	3	6	6	Detractor
NULL	608	2026-07-31	5	5	1	Detractor
NULL	609	2026-04-30	2	2	1	Passive
NULL	609	2026-07-31	5	2	1	Detractor
NULL	610	2025-07-31	2	1	4	Detractor
NULL	610	2025-10-31	6	5	4	Passive
NULL	610	2026-01-31	7	1	2	Promoter
NULL	610	2026-04-30	3	4	2	Passive
NULL	610	2026-07-31	5	5	4	Detractor
NULL	611	2025-10-31	8	9	6	Passive
NULL	611	2026-01-31	8	5	6	Passive
NULL	611	2026-04-30	9	6	7	Passive
NULL	611	07/31/2026	8	8	10	Passive
NULL	612	2024-01-31	1	NULL	5	Passive
NULL	612	2024-04-30	1	1	1	Detractor
NULL	612	2024-07-31	1	5	1	Promoter
NULL	612	2024-10-31	1	2	1	Passive
NULL	612	2025-01-31	1	1	1	Detractor
NULL	612	2025-04-30	1	1	1	Passive
NULL	612	2025-07-31	3	1	1	Detractor
NULL	612	2025-10-31	1	4	1	Detractor
NULL	612	2026-04-30	1	1	1	Detractor
NULL	612	2026-07-31	1	1	7	Detractor
NULL	613	2024-07-31	6	10	10	Detractor
NULL	613	2024-10-31	7	8	10	Promoter
NULL	613	2025-01-31	9	NULL	10	Detractor
NULL	613	2025-04-30	7	10	7	Promoter
NULL	613	2025-07-31	10	7	9	Passive
NULL	613	2025-10-31	9	8	8	Promoter
NULL	613	2026-04-30	8	7	10	Detractor
NULL	615	2024-07-31	4	5	6	Detractor
NULL	615	2024-10-31	5	1	1	Detractor
NULL	615	2025-01-31	4	5	7	Detractor
NULL	615	2025-07-31	5	8	8	Detractor
NULL	615	2025-10-31	5	6	7	Detractor
NULL	615	2026-01-31	8	7	9	Promoter
NULL	615	2026-04-30	6	NULL	NULL	Detractor
NULL	616	2024-01-31	10	7	7	Passive
NULL	616	2024-04-30	9	8	10	Passive
NULL	616	2024-07-31	8	8	9	Promoter
NULL	616	2024-10-31	10	10	8	Promoter
NULL	616	2025-01-31	10	10	9	Detractor
NULL	617	2026-04-30	10	5	7	Promoter
NULL	617	2026-07-31	4	1	3	Detractor
NULL	618	2024-01-31	6	NULL	6	Detractor
NULL	619	2024-04-30	7	3	2	Passive
NULL	619	2024-07-31	5	3	5	Detractor
NULL	619	2024-10-31	7	7	1	Passive
NULL	619	01/31/2025	5	7	6	Detractor
NULL	619	2025-07-31	4	8	4	Detractor
NULL	619	2025-10-31	3	6	5	Detractor
NULL	619	2026-01-31	5	5	4	Detractor
NULL	619	2026-04-30	5	4	1	Passive
NULL	619	2026-07-31	3	5	8	Detractor
NULL	620	2024-01-31	8	4	6	Promoter
NULL	620	04/30/2024	7	4	10	Passive
NULL	620	2024-07-31	9	8	10	Promoter
NULL	620	2024-10-31	4	5	10	Detractor
NULL	620	2025-01-31	3	5	10	Passive
NULL	620	2025-07-31	8	9	3	Promoter
NULL	620	2026-01-31	7	5	4	Promoter
NULL	622	2024-01-31	10	10	7	Promoter
NULL	622	2024-04-30	6	7	5	Detractor
NULL	622	2024-07-31	9	9	6	Promoter
NULL	622	2024-10-31	8	5	6	Passive
NULL	622	2025-04-30	9	9	10	Promoter
NULL	622	2025-07-31	8	5	10	Detractor
NULL	622	2025-10-31	9	8	6	Promoter
NULL	622	2026-01-31	7	10	9	Promoter
NULL	623	2024-01-31	7	4	5	Passive
NULL	623	2024-04-30	8	6	5	Promoter
NULL	623	2024-10-31	7	8	7	Passive
NULL	623	2025-01-31	7	4	4	Passive
NULL	623	2025-04-30	7	6	4	Promoter
NULL	623	2025-07-31	5	6	4	Detractor
NULL	623	2025-10-31	7	4	5	Passive
NULL	623	2026-04-30	5	8	2	Detractor
NULL	623	2026-07-31	8	4	1	Promoter
NULL	624	2026-01-31	4	5	2	Detractor
NULL	625	2024-04-30	6	4	5	Detractor
NULL	625	2024-07-31	6	4	2	Passive
NULL	625	2024-10-31	8	4	1	Passive
NULL	625	2025-01-31	8	5	7	Promoter
NULL	625	04/30/2025	5	8	5	Detractor
NULL	625	2025-07-31	8	7	NULL	Promoter
NULL	625	2025-10-31	7	4	NULL	Promoter
NULL	625	2026-01-31	10	2	8	Promoter
NULL	625	2026-07-31	6	7	2	Detractor
NULL	626	2024-07-31	7	2	5	Promoter
NULL	626	2024-10-31	2	3	1	Promoter
NULL	626	2025-04-30	3	5	4	Passive
NULL	626	2026-01-31	6	2	1	Detractor
NULL	627	2025-07-31	9	5	7	Promoter
NULL	627	2025-10-31	8	10	NULL	Passive
NULL	627	2026-01-31	5	5	5	Promoter
NULL	627	2026-04-30	8	9	7	Promoter
NULL	627	2026-07-31	7	4	10	Detractor
NULL	628	2026-04-30	5	8	1	Detractor
NULL	628	2026-07-31	4	5	5	Detractor
NULL	629	01/31/2024	4	3	6	Passive
NULL	629	2024-04-30	3	3	5	Detractor
NULL	629	2024-07-31	5	3	2	Detractor
NULL	629	2024-10-31	8	5	1	Passive
NULL	629	2025-01-31	7	6	2	Promoter
NULL	630	2024-10-31	5	3	5	Detractor
NULL	630	2025-10-31	4	1	5	Detractor
NULL	630	01/31/2026	5	4	2	Detractor
NULL	632	10/31/2024	10	1	NULL	Promoter
NULL	632	2025-01-31	10	7	1	Promoter
NULL	632	2025-07-31	7	7	1	Passive
NULL	632	10/31/2025	9	6	5	Promoter
NULL	632	2026-01-31	6	8	10	Detractor
NULL	632	2026-04-30	10	5	5	Promoter
NULL	632	2026-07-31	7	6	4	Promoter
NULL	633	2024-01-31	5	7	NULL	Passive
NULL	633	2024-04-30	5	5	5	Detractor
NULL	633	2024-07-31	7	3	9	Passive
NULL	633	2025-01-31	9	6	7	Promoter
NULL	633	2025-07-31	4	6	6	Passive
NULL	633	2025-10-31	7	7	9	Promoter
NULL	633	2026-01-31	6	3	8	Detractor
NULL	633	2026-07-31	5	8	4	Detractor
NULL	634	2026-01-31	10	4	7	Promoter
NULL	634	2026-04-30	7	6	7	Promoter
NULL	634	2026-07-31	7	10	10	Promoter
NULL	636	2026-07-31	6	5	2	Passive
NULL	637	2024-01-31	8	7	5	Detractor
NULL	637	2024-04-30	7	3	4	Passive
NULL	637	2024-07-31	8	7	2	Detractor
NULL	637	2025-01-31	3	9	10	Detractor
NULL	637	2025-04-30	6	6	8	Passive
NULL	637	2025-10-31	6	9	8	Detractor
NULL	637	2026-01-31	9	9	7	Promoter
NULL	637	2026-07-31	6	4	6	Detractor
NULL	638	2025-07-31	5	4	1	Detractor
NULL	638	2025-10-31	4	3	7	Detractor
NULL	638	2026-04-30	3	5	5	Passive
NULL	638	2026-07-31	7	4	1	Passive
NULL	639	2025-10-31	8	8	10	Passive
NULL	640	2025-01-31	8	7	10	Promoter
NULL	640	2025-04-30	8	3	10	Passive
NULL	640	2025-10-31	10	5	10	Promoter
NULL	640	2026-01-31	9	10	10	Promoter
NULL	642	2025-01-31	8	8	7	Passive
NULL	642	2025-04-30	7	9	5	Passive
NULL	642	2025-07-31	8	7	6	Promoter
NULL	642	2026-01-31	5	6	4	Promoter
NULL	642	2026-04-30	8	6	4	Passive
NULL	642	2026-07-31	7	8	NULL	Promoter
NULL	643	2024-01-31	5	4	5	Detractor
NULL	644	2025-10-31	5	8	3	Detractor
NULL	644	2026-01-31	10	5	10	Promoter
NULL	644	2026-04-30	9	9	2	Promoter
NULL	644	2026-07-31	7	6	8	Promoter
NULL	645	2024-01-31	8	9	10	Passive
NULL	645	2024-04-30	8	7	7	Detractor
NULL	645	2024-07-31	5	9	9	Detractor
NULL	645	2025-01-31	10	5	4	Passive
NULL	645	2025-04-30	8	8	7	Promoter
NULL	645	2025-07-31	8	7	5	Promoter
NULL	645	10/31/2025	8	7	8	Passive
NULL	645	2026-04-30	5	6	8	Detractor
NULL	646	2024-01-31	2	5	4	Detractor
NULL	646	2024-07-31	4	4	3	Detractor
NULL	646	2025-01-31	4	4	2	Passive
NULL	646	2025-07-31	5	1	3	Detractor
NULL	646	2025-10-31	6	7	6	Passive
NULL	646	2026-01-31	4	7	7	Detractor
NULL	646	2026-04-30	1	2	1	Passive
NULL	648	2024-01-31	8	7	2	Passive
NULL	648	2024-04-30	1	NULL	2	Detractor
NULL	648	2024-07-31	9	6	2	Passive
NULL	648	2024-10-31	6	4	1	Detractor
NULL	648	2025-01-31	8	3	5	Passive
NULL	648	2025-04-30	2	5	5	Detractor
NULL	648	2025-07-31	4	4	6	Detractor
NULL	648	2025-10-31	4	1	1	Passive
NULL	648	2026-01-31	5	3	2	Passive
NULL	648	2026-04-30	6	1	3	Detractor
NULL	648	2026-07-31	3	5	3	Detractor
NULL	649	2024-07-31	1	2	2	Detractor
NULL	649	2024-10-31	4	4	1	Detractor
NULL	649	2025-01-31	2	3	1	Detractor
NULL	649	2025-04-30	6	3	5	Detractor
NULL	649	2025-10-31	8	4	3	Detractor
NULL	649	01/31/2026	3	4	5	Detractor
NULL	649	2026-04-30	4	9	3	Detractor
NULL	649	2026-07-31	6	4	5	Passive
NULL	650	2024-10-31	7	9	8	Passive
NULL	650	2025-01-31	6	7	7	Detractor
NULL	650	2025-04-30	7	7	4	Promoter
NULL	650	2026-01-31	8	5	1	Passive
NULL	650	2026-04-30	4	8	7	Detractor
NULL	651	2024-01-31	3	6	5	Detractor
NULL	651	2024-07-31	5	5	6	Detractor
NULL	651	2024-10-31	7	4	4	Passive
NULL	651	2025-04-30	6	4	9	Passive
NULL	651	2025-07-31	10	4	5	Promoter
NULL	651	2025-10-31	3	5	3	Detractor
NULL	651	01/31/2026	7	4	4	Passive
NULL	651	2026-07-31	4	8	1	Detractor
NULL	652	2024-07-31	9	7	10	Promoter
NULL	652	2024-10-31	10	9	8	Promoter
NULL	652	2025-01-31	9	5	5	Promoter
NULL	652	2025-04-30	9	7	8	Detractor
NULL	652	2025-07-31	7	10	5	Passive
NULL	652	2025-10-31	10	10	5	Promoter
NULL	652	2026-01-31	9	6	6	Promoter
NULL	652	2026-04-30	9	6	5	Promoter
NULL	653	2025-01-31	8	6	7	Passive
NULL	653	2025-07-31	9	7	6	Promoter
NULL	653	2025-10-31	9	10	8	Promoter
NULL	653	2026-04-30	7	5	6	Promoter
NULL	655	2025-10-31	3	8	4	Detractor
NULL	655	2026-01-31	6	5	8	Promoter
NULL	655	2026-04-30	6	6	1	Detractor
NULL	657	2024-01-31	10	5	5	Promoter
NULL	657	2024-04-30	7	5	9	Passive
NULL	657	2024-07-31	7	7	6	Passive
NULL	657	2025-01-31	5	8	5	Detractor
NULL	657	2025-04-30	3	9	NULL	Passive
NULL	657	2025-10-31	6	7	NULL	Detractor
NULL	657	2026-01-31	10	6	3	Promoter
NULL	657	2026-04-30	7	4	7	Promoter
NULL	657	2026-07-31	8	10	9	Detractor
NULL	658	2026-04-30	3	5	2	Detractor
NULL	659	2024-04-30	1	2	7	Detractor
NULL	659	2024-07-31	7	2	1	Passive
NULL	659	2024-10-31	1	5	1	Detractor
NULL	659	2025-01-31	4	4	3	Detractor
NULL	659	2025-04-30	4	1	4	Detractor
NULL	659	2025-07-31	7	5	5	Promoter
NULL	659	2025-10-31	4	5	4	Passive
NULL	659	2026-04-30	4	1	3	Detractor
NULL	660	2024-01-31	9	9	9	Promoter
NULL	660	04/30/2024	9	NULL	4	Promoter
NULL	660	2024-07-31	6	3	9	Detractor
NULL	660	2024-10-31	7	10	5	Passive
NULL	660	2025-04-30	4	6	7	Detractor
NULL	660	2025-10-31	6	7	9	Promoter
NULL	660	2026-01-31	10	10	8	Passive
NULL	660	2026-04-30	5	8	7	Promoter
NULL	661	2024-04-30	5	5	6	Passive
NULL	661	2024-10-31	7	6	4	Passive
NULL	661	01/31/2025	10	6	7	Promoter
NULL	661	2025-04-30	6	3	8	Detractor
NULL	661	2025-07-31	3	8	5	Passive
NULL	661	2025-10-31	8	6	2	Promoter
NULL	661	2026-01-31	9	9	10	Passive
NULL	661	2026-04-30	10	8	6	Promoter
NULL	661	2026-07-31	6	6	7	Detractor
NULL	662	2025-10-31	8	3	8	Passive
NULL	662	2026-04-30	6	5	8	Detractor
NULL	662	2026-07-31	8	4	8	Promoter
NULL	663	2026-04-30	9	5	4	Promoter
NULL	663	2026-07-31	5	2	4	Passive
NULL	664	2025-10-31	5	8	4	Detractor
NULL	664	2026-01-31	4	4	6	Detractor
NULL	665	2024-01-31	3	2	4	Detractor
NULL	665	2025-04-30	3	2	7	Detractor
NULL	665	2025-07-31	7	3	4	Passive
NULL	665	2025-10-31	2	1	5	Passive
NULL	665	2026-04-30	4	2	5	Detractor
NULL	666	2025-01-31	5	5	3	Detractor
NULL	666	2025-04-30	2	3	3	Detractor
NULL	666	2025-07-31	1	4	4	Passive
NULL	666	2025-10-31	5	1	4	Passive
NULL	666	2026-01-31	1	3	1	Passive
NULL	666	2026-07-31	2	2	1	Detractor
NULL	667	2024-04-30	6	5	6	Detractor
NULL	667	2024-07-31	4	7	10	Passive
NULL	667	10/31/2024	4	3	4	Detractor
NULL	667	2025-01-31	4	3	3	Detractor
NULL	667	2025-04-30	4	4	6	Detractor
NULL	667	2025-07-31	7	3	5	Passive
NULL	667	2025-10-31	4	1	1	Detractor
NULL	667	2026-01-31	2	3	7	Passive
NULL	667	2026-04-30	8	3	2	Passive
NULL	667	2026-07-31	7	4	8	Detractor
NULL	668	2025-10-31	10	9	10	Promoter
NULL	668	2026-01-31	10	6	9	Promoter
NULL	668	2026-04-30	10	10	9	Promoter
NULL	668	2026-07-31	7	8	5	Passive
NULL	669	2025-01-31	10	9	10	Promoter
NULL	669	2025-04-30	9	6	6	Promoter
NULL	669	2025-07-31	6	6	8	Detractor
NULL	669	2025-10-31	9	7	10	Promoter
NULL	669	2026-01-31	10	8	10	Promoter
NULL	669	2026-04-30	10	9	8	Promoter
NULL	669	2026-07-31	9	9	10	Promoter
NULL	670	2024-01-31	6	7	3	Detractor
NULL	670	2024-04-30	6	4	1	Detractor
NULL	670	2024-07-31	4	5	2	Detractor
NULL	670	2024-10-31	7	8	7	Promoter
NULL	670	2025-04-30	7	4	6	Passive
NULL	670	2025-07-31	5	6	1	Passive
NULL	670	2026-04-30	4	4	1	Promoter
NULL	670	2026-07-31	6	1	5	Passive
NULL	671	2024-04-30	5	3	3	Detractor
NULL	671	2024-10-31	6	7	4	Detractor
NULL	671	2025-01-31	5	3	1	Detractor
NULL	671	2025-04-30	4	7	4	Promoter
NULL	671	2025-07-31	5	6	5	Detractor
NULL	671	2025-10-31	3	10	9	Detractor
NULL	671	2026-01-31	3	5	6	Promoter
NULL	671	2026-04-30	5	NULL	NULL	Detractor
NULL	671	2026-07-31	4	4	5	Detractor
NULL	672	2024-07-31	3	5	4	Passive
NULL	672	2025-04-30	3	3	6	Detractor
NULL	672	2026-04-30	6	1	2	Passive
NULL	672	2026-07-31	1	7	6	Passive
NULL	673	2026-07-31	7	7	9	Passive
NULL	674	2024-01-31	1	4	NULL	Detractor
NULL	674	2024-07-31	1	3	3	Detractor
NULL	674	2025-01-31	1	5	2	Passive
NULL	674	2025-04-30	4	1	1	Detractor
NULL	674	2025-07-31	1	5	1	Detractor
NULL	674	2026-01-31	1	2	1	Promoter
NULL	674	2026-07-31	4	5	5	Detractor
NULL	675	07/31/2024	8	10	5	Passive
NULL	675	2025-01-31	8	7	10	Promoter
NULL	675	2025-04-30	10	5	8	Passive
NULL	675	2025-07-31	8	6	8	Promoter
NULL	675	2025-10-31	6	10	6	Detractor
NULL	675	2026-01-31	10	7	6	Promoter
NULL	675	2026-07-31	10	10	10	Promoter
NULL	676	2024-01-31	7	5	3	Detractor
NULL	676	2024-07-31	4	6	1	Passive
NULL	676	2025-01-31	3	NULL	3	Promoter
NULL	676	2025-07-31	6	1	5	Detractor
NULL	676	2026-01-31	6	5	3	Passive
NULL	677	2026-07-31	3	1	6	Detractor
NULL	678	2025-04-30	5	4	1	Passive
NULL	678	2025-07-31	3	2	4	Detractor
NULL	678	2025-10-31	3	1	1	Detractor
NULL	678	2026-01-31	4	1	1	Passive
NULL	679	2024-01-31	6	10	7	Passive
NULL	679	2024-07-31	7	4	7	Detractor
NULL	679	2024-10-31	9	6	5	Promoter
NULL	679	2025-01-31	8	4	NULL	Passive
NULL	679	2025-04-30	6	7	6	Passive
NULL	679	2025-07-31	4	8	9	Detractor
NULL	679	2025-10-31	7	6	4	Passive
NULL	679	2026-01-31	6	10	2	Passive
NULL	679	2026-04-30	6	5	7	Passive
NULL	680	2024-01-31	5	2	7	Passive
NULL	680	2024-04-30	7	6	8	Detractor
NULL	680	2024-10-31	3	5	5	Detractor
NULL	680	2025-07-31	4	6	4	Detractor
NULL	680	2025-10-31	6	5	4	Passive
NULL	680	2026-04-30	8	3	2	Promoter
NULL	681	2026-04-30	5	7	6	Passive
NULL	682	2024-04-30	3	1	3	Detractor
NULL	682	2024-07-31	6	3	6	Passive
NULL	682	2025-01-31	9	3	10	Promoter
NULL	682	2025-04-30	4	9	1	Detractor
NULL	682	2025-07-31	4	3	1	Detractor
NULL	682	2025-10-31	4	2	3	Passive
NULL	682	2026-01-31	2	4	5	Detractor
NULL	682	2026-07-31	5	1	2	Promoter
NULL	683	2025-04-30	10	7	1	Promoter
NULL	683	2025-07-31	8	9	3	Passive
NULL	683	2025-10-31	7	5	6	Promoter
NULL	683	2026-01-31	8	6	4	Passive
NULL	683	2026-04-30	10	6	6	Promoter
NULL	684	2025-01-31	1	5	1	Passive
NULL	684	2025-04-30	4	3	1	Detractor
NULL	684	2025-07-31	3	4	3	Detractor
NULL	684	2025-10-31	4	5	3	Detractor
NULL	684	2026-01-31	4	3	1	Passive
NULL	684	2026-04-30	3	6	4	Passive
NULL	684	2026-07-31	5	3	3	Detractor
NULL	685	2024-10-31	10	10	3	Promoter
NULL	685	2025-01-31	8	9	5	Promoter
NULL	685	2025-07-31	10	10	10	Promoter
